식품명,calories,protein,fat,carbohydrates,당류,나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),carbohydrates_cluster,protein_cluster,fat_cluster,calories_cluster
깐쇼새우,0.2725884029464526,0.1694943212421165,0.18949646721541893,0.1598007571898491,5.31,266.0,65.29,1.25,,1,1,1,1
깐풍기,0.4265862899406192,1.3354827006199923,0.24038767593137395,-0.2647748296035537,1.0225,518.0,54.0375,1.0725,,0,1,1,1
깐풍새우,1.2284373567033489,0.20862144806687744,1.4239136258296239,0.6268139788903354,7.2,531.0,61.48,2.04,0.1,1,1,1,1
깨죽,-0.640778375087915,-0.7992933389389644,-0.5091380460372117,-0.22193871925133335,0.45,145.0,0.0,0.35,0.0,0,0,0,0
깨찰빵,2.640969699477429,-0.49723191985180987,1.2398910151127307,4.060078414190157,7.27,655.0,72.73,4.91,0.0,2,0,1,2
깻잎김치,-0.7342391616774782,-0.5767382415597241,-0.5944724248121251,-0.33399001442383913,2.79,1400.0,0.892,0.228,0.005,0,0,0,0
깻잎나물,-0.5876756554347541,-0.615395842862588,-0.14054998509807215,-0.5578535195017684,0.863333333,316.0,0.105,0.598333333,0.1,0,0,0,0
깻잎나물볶음,-0.22657716179325993,-0.4800159840489151,0.3393201856751905,-0.5534702896052622,0.3,521.0,0.0,0.85,0.05,0,0,1,0
깻잎장아찌,-0.6301578311572829,-0.4878414094138672,-0.7159599182588531,0.016349596940553046,5.28,520.0,0.0,0.15,,0,0,0,0
깻잎전,0.649617712483895,0.48329387837669907,0.8404968091099156,-0.015129963225264685,0.2025,578.5,74.2075,2.1775,0.1,0,1,1,1
깻잎찜,-0.6018363806401952,-0.5220124334553223,-0.396770257192383,-0.35356844132146553,2.228333333,586.6666667,0.901666667,0.345,0.025,0,0,0,0
깻잎튀김,0.8744192260362944,-0.13830574316483904,1.0813818642416089,0.4552038874503463,0.096666667,560.0,89.01666667,2.166666667,,1,0,1,1
껍질콩볶음,-0.27967988144642086,-0.5504448123334847,-0.00592577425384842,-0.26656796910666997,2.53,207.0,4.12,0.78,,0,0,0,0
꼬리곰탕,-0.5080215759550127,-0.346983752844728,-0.15574949271362,-0.6419318384256615,0.54,248.0,15.16,1.235,,0,0,0,0
꼬막무침,-0.18409498607073121,0.23835806445369567,-0.06455244669462866,-0.3988618168921319,4.28,516.0,29.88,0.64,0.03,0,1,0,0
꼬막찜,-0.4460684030617268,0.4637303149643186,-0.5645076811201708,-0.44083456380645397,2.86,733.3333333,21.03,0.343333333,0.04,0,1,0,0
닭꼬치구이,1.28154007635651,1.726753968867602,1.560709194858111,-0.1868728800792832,1.66,417.0,76.62,4.16,0.13,0,1,1,1
낙지꼬치구치,-0.3221620571689496,1.5045118885029596,-0.5742787931936342,-0.7303933872460608,0.0,259.0,167.18,0.17,0.01,0,1,0,0
꽁치구이,0.4177358370191106,1.8770021358746836,0.5124860051450629,-0.8581711799600725,0.0,386.6666667,56.49,1.34,,0,2,1,1
꽁치조림_무,-0.43898804040590356,0.3573045300009689,-0.4195695186971309,-0.5550641913858099,2.26,321.0,24.49,0.46,,0,1,0,0
꽁치찌개,-0.06726900283377721,0.18514517197202082,0.4321457503730924,-0.6873580391712719,1.97,432.0,21.11,1.63,0.97,0,1,1,1
꽁치튀김,-0.20533607393199557,-0.23742779773539732,0.4435453811254664,-0.8204488378470077,0.0,222.0,16.55,1.205,,0,0,1,0
꽃게 매운탕,-0.991256324798777,-0.17482439481577977,-0.7892432588098284,-0.9081134357771332,0.59,169.0,10.43,0.06,,0,0,0,0
꽃게찜,-0.7682249022555012,-0.14352269335597098,-0.6166202788453088,-0.6052720974730637,0.91,217.0,12.52,0.21,,0,0,0,0
꽃게콩나물찜,-0.7682249022555012,-0.14978303364793275,-0.6149917601663982,-0.6052720974730637,0.91,209.0,12.62,0.21,,0,0,0,0
꽃게탕_간편조리세트_3마리꽃게탕,-1.044359044451938,-0.6631309375887963,-0.7322451050479586,-0.8148701816150907,1.14,384.0,7.75,0.04,0.0,0,0,0,0
꽈리고추 오징어조림,0.11328024398696987,1.1711487679559964,0.09015682780187466,-0.5024654326277347,3.45,388.0,182.89,0.98,,0,1,0,1
꽈리고추볶음,0.21948568329329168,-0.691302468902624,0.7725061542653996,-0.008355880657936885,2.77,427.0,0.0,1.47,,0,0,1,1
꽈리고추찜,-0.6797203695356347,-0.7346031559741958,-0.64159089853432,-0.16827735957187656,0.75,208.6666667,0.003333333,0.203333333,0.01,0,0,0,0
꿀떡,1.1009908295357627,-0.4815810691219055,-0.5514795316888863,2.93159595356236,0.29,275.0,0.0,0.3,0.0,2,0,0,1
꿩불고기,-0.5345729357815932,-0.01831588751673602,-0.556365087725618,-0.3789380446352852,3.38,253.0,21.24,0.38,0.02,0,0,0,0
나박김치,-1.2142877473420528,-0.994928973062769,-0.7713295533418121,-0.9200676991312412,0.34,377.0,0.0,0.02,0.0,0,0,0,0
통등심가스나베,0.4849992815590962,-0.22021186193250245,0.7171365191824406,0.24029279710750984,3.53,413.0,39.77,1.46,0.06,1,0,1,1
나폴리탄 스파게티,-0.08851009069504158,-0.5034922601437717,-0.608477685450756,0.7814224516034658,3.81,206.0,0.98,0.29,,1,0,0,1
낙지 덮밥,-0.3434031450302139,-0.4356719070330222,-0.6301912677819462,0.25384096224216557,2.153333333,159.6666667,11.93333333,0.216666667,,1,0,0,0
낙지 비빔밥,-0.3858853207527427,-0.39393630503444105,-0.6198773162031299,0.16139465897039695,1.25,176.0,9.72,0.24,,1,0,0,0
낙지 삼겹살 볶음,0.28320894687708476,0.3573045300009689,0.8848739431102285,-0.7144543694405834,1.88,341.0,24.99,4.07,,0,1,1,1
낙지무침,-0.6301578311572829,0.5821550860089569,-0.7257310303323163,-0.6674342669144252,1.066666667,414.6666667,52.93333333,0.09,0.0,0,1,0,0
낙지볶음,-0.23719770572389212,0.31254309691344245,-0.242712390167444,-0.296055152046803,6.018,697.0,17.58,0.516,0.02,0,1,0,0
낙지전골,-0.8638097976311908,-0.23038491490694035,-0.6915321380751945,-0.7216269274530482,0.48,341.0,27.965,0.235,0.02,0,0,0,0
낙곱새,-0.3858853207527427,-0.21082135149455988,-0.5661361997990815,0.014755695160005345,3.19,725.0,35.54,0.57,0.05,0,0,0,0
낙지찜,-0.5345729357815932,-0.21082135149455988,-0.1313217125299617,-0.7080787623183925,0.89,217.0,35.53,0.67,,0,0,0,0
낙지탕,-0.991256324798777,-0.3000312006550147,-0.7469017731581536,-0.8738445474953569,0.32,284.0,48.74,0.07,0.0,0,0,0,0
낙지탕(맑은탕),-1.1505644837582598,-0.5973973645231979,-0.8071569642778444,-0.9479609802908265,0.26,142.0,6.92,0.02,,0,0,0,0
난자완스,0.679709253266668,0.3160906231310568,1.1834357003676583,-0.21237530856804698,0.663333333,355.0,44.4,4.003333333,0.12,0,1,1,1
내장전골,-0.7045016386717081,-0.22021186193250245,-0.3641998836141719,-0.7813982442235883,0.72,128.0,51.72,0.84,,0,0,0,0
내장탕,-0.7682249022555012,-0.43932377215116375,-0.3039446924944811,-0.8814155809529587,0.26,256.5,48.035,1.13,0.01,0,0,0,0
오이미역냉국,-1.2567699230645815,-1.0090147387196828,-0.8087854829567549,-0.9439762258394573,0.69,327.0,0.0,0.01,0.0,0,0,0,0
물냉면,-0.5522738423680487,-0.6709563629537485,-0.7273595490112269,0.09657598682710596,2.486666667,235.0,12.50666667,0.18,0.0,1,0,0,0
비빔냉면,-0.09382036266035766,-0.3548091782096801,-0.3243011759808631,0.3610308569840008,3.905,244.0,30.0,0.525,0.01,1,0,0,1
열무냉면,-0.6195372872266507,-0.6584356823698251,-0.7159599182588531,-0.04023391626889161,3.39,394.0,8.47,0.17,0.0,0,0,0,0
회냉면,0.2513473150851882,-0.15760845901288503,-0.17854875421836797,0.7583108757855237,2.84,99.0,8.88,0.27,0.0,1,0,0,1
냉이 된장국,-1.1452542117929436,-0.8282474127892874,-0.7652226082958974,-0.8521276357353941,0.4675,210.0,2.3775,0.07,,0,0,0,0
냉이나물,-0.5558140236428576,-0.48627632434087686,-0.5132093427344881,-0.16933996049325808,5.815,450.0,0.005,0.31,0.03,0,0,0,0
냉이초나물,-0.5027113039896967,-0.4095871557643454,-0.4309691494495048,-0.029873554695331272,2.92,261.0,0.0,0.41,,0,0,0,0
냉채_닭고기,-0.3646442328914783,0.980208389051163,-0.5156521207528539,-0.6132416063758023,4.8,151.0,46.32,0.5,0.01,0,1,0,0
냉채_해파리,-0.6726400068798115,-0.42054275127527846,-0.6817610260017313,-0.30003990649817236,7.6,339.0,26.89,0.2,0.0,0,0,0,0
넙치(광어)회덮밥,-0.5027113039896967,-0.3986315602534124,-0.6605902831758939,-0.004371126206567492,1.92,85.0,7.03,0.16,,0,0,0,0
넙치구이,-0.08851009069504158,1.0615928128466656,0.1976390606099717,-1.0093261988419144,0.0,615.0,25.28,0.91,,0,1,1,1
노각무침,-0.8361963834115472,-0.8187003938440457,-0.5804671641734943,-0.42755204894199117,3.638,751.0,0.0,0.234,0.0,0,0,0,0
녹두빈대떡,0.8078638170503146,0.5088047650664432,0.3008871448529013,0.8961833798029027,0.742,206.8,8.178,1.384,0.06,1,1,1,1
녹두전,-0.3434031450302139,-0.2843803499251104,-0.14543554113480373,-0.3414813527924135,0.183333333,22.66666667,3.386666667,0.726666667,,0,0,0,0
누룽지,-0.39650586468337484,-0.8321601254717635,-0.8234421510669501,0.516037805142268,0.24,1.0,0.0,0.02,,1,0,0,0
느타리버섯 구이,-0.6832605508104437,-0.7382550210923373,-0.11015096970412427,-0.5534702896052622,1.53,372.0,0.0,0.67,,0,0,0,0
느타리버섯무침,-0.9062919733537196,-0.7288645106543946,-0.5856784239460081,-0.4737752005778755,2.6,297.0,0.0,0.22,,0,0,0,0
느타리버섯볶음,-0.6159971059518417,-0.7325163757725361,-0.059124051152544106,-0.6384783845943731,1.726666667,283.0,0.39,0.623333333,0.02,0,0,0,0
느타리버섯튀김,0.9310621266456478,-0.13830574316483904,1.2382624964338202,0.41854414649774835,0.313333333,556.6666667,92.68,2.31,,1,0,1,1
다슬기 된장국,-1.0797608575186435,-0.7382550210923373,-0.7230168324798482,-0.8076976236026259,0.42,130.6666667,1.566666667,0.08,,0,0,0,0
다시마무침,-0.7124670466196822,-0.6024838910104169,-0.37437812535736287,-0.45903160910780894,0.7225,1069.75,3.2575,0.455,0.0,0,0,0,0
다시마조림,-0.6779502788451276,-0.5817465137932935,-0.28440246834755434,-0.45464837921130263,0.965,509.5,0.0,0.515,,0,0,0,0
다시마튀각,2.0072772445956906,-0.4961885297509801,2.882523523116689,1.0420253927230203,11.05666667,780.6666667,0.0,3.42,0.32,1,0,2,2
다쿠아즈,3.4268899503442105,0.23679297938070526,3.5067890161562314,2.4462528613855747,38.13,51.0,39.99,12.93,0.23,2,1,2,2
단무지,-1.1824261155501563,-1.0152750790116447,-0.8006428895622022,-0.8204488378470077,0.47,552.0,0.0,0.03,0.0,0,0,0,0
단무지무침,-0.9721393457236391,-0.9373338423767209,-0.6088033891865381,-0.6553206133822623,1.46,599.2,0.0,0.212,0.0,0,0,0,0
단호박 샐러드,0.0070748046806480575,-0.8791126776614766,0.6780520708885871,-0.19324848720147417,3.45,84.0,5.57,1.36,,0,0,1,1
단호박조림,-0.4673094909229912,-0.6756516181727198,-0.6611331226812468,0.3627575841785777,4.99,922.0,0.0,0.186666667,,1,0,0,0
단호박찜,-0.8850508854924551,-0.9213699746322185,-0.8071569642778444,-0.21157835767777314,3.63,2.0,0.0,0.03,,0,0,0,0
달걀 샐러드,0.16284278268393826,-0.18525829535455215,0.857731964585546,-0.5566580931663577,0.753333333,189.6666667,84.45,2.11,,0,0,1,1
달걀_삶은것,0.2725884029464526,0.9363860070074309,0.9011591298993341,-0.9615091454254823,0.62,127.0,380.51,3.02,0.03,0,1,1,1
달걀국,-1.09392158283029,-0.7812948605995743,-0.6467478744051541,-0.9429136246789904,0.208333333,218.3333333,43.88833333,0.375,0.005,0,0,0,0
달걀말이,0.5566879530908635,0.8741738753560608,1.2769398150579458,-0.8953622215327512,0.51,676.5,272.675,3.1,0.08,0,1,1,1
달걀부침(달걀후라이),0.6071355367613663,0.7990497918525198,1.2459979601586453,-0.732186526749177,0.15,269.75,293.135,3.25,0.1,0,1,1,1
달걀조림,-0.36198909690882025,0.09163133886084215,-0.17814162454864027,-0.5855475629387854,2.4,505.75,158.2575,1.3225,,0,1,0,0
달걀찜,-0.05664845890314503,0.6703215445990564,0.3083783307758898,-0.879423203727274,0.62,871.0,255.67,2.19,,0,1,1,1
달걀튀김,1.3983660595934637,0.529463888029917,1.814758108768159,0.16298856075094464,0.58,121.0,190.8,3.31,,1,1,1,2
달걀후라이,0.6018252647960503,0.654670693869152,1.3009604655718767,-0.7678500790889325,0.195,262.0,290.895,3.235,,0,1,1,1
달래 된장국,-0.9116022453190357,-0.5973973645231979,-0.5319373075419596,-0.8076976236026259,0.795,188.0,3.835,0.46,,0,0,0,0
달래무침,-0.6025444169376392,-0.6697042948953561,-0.40067870202176836,-0.2864917413635166,3.962,412.6,0.0,0.384,0.01,0,0,0,0
달래무침_오이,-0.7682249022555012,-0.8165092747418592,-0.5400799009365125,-0.31597892430364966,3.92,829.0,0.0,0.3,,0,0,0,0
닭가슴살 샐러드,-0.7469838143942368,-0.44088885722415416,-0.3511717341828874,-0.7869769004555054,1.13,75.0,12.62,0.55,,0,0,0,0
닭강정,0.6177560806919985,1.3902606781746576,0.02257330262708637,0.3203863615800334,3.86,264.5,57.44,0.87,,1,1,0,1
닭고기 덮밥,-0.28499015341173695,-0.25307864846530165,-0.730616586369048,0.33154367404386764,0.8075,105.75,16.2575,0.1575,,1,0,0,0
닭고기 미역국,-1.0974617641050988,-0.5660956630633891,-0.7127028809010318,-0.9551335383032913,0.01,191.0,8.03,0.18,,0,0,0,0
닭고기 샐러드,-0.31154151323831736,0.0808061670538221,0.14118374635345496,-0.7776791400424118,0.766666667,382.3333333,19.92,0.903333333,,0,0,1,0
닭고기 탕수,-0.31154151323831736,0.09124006759259462,-0.3202298792835867,-0.3104002680717326,2.66,60.0,41.01,0.64,,0,1,0,0
닭고기냉채,-0.5805952927789308,0.5607655894897259,-0.6888179402227264,-0.572862761242028,3.1,20.0,21.59333333,0.213333333,,0,1,0,0
닭고기육개장,-0.9461190130935903,-0.47179928741571525,-0.5905639799827398,-0.8670704649280291,0.4075,132.5,14.005,0.3825,,0,0,0,0
닭곰탕,-0.7767213374000069,-0.19235334763327266,-0.52737745524101,-0.7914398254410391,0.314,170.4,20.828,0.472,0.0,0,0,0,0
닭구이,0.0771703946228204,1.420310311576074,0.06768327003290893,-0.7045721784011876,1.02,364.6,57.0,1.47,0.05,0,1,0,1
닭꼬치구이,0.6018252647960503,3.9570001978789753,-0.41305544398148863,-0.5694093074107396,3.8,122.0,86.67,0.41,,0,2,0,1
닭날개구이,0.5009300974550445,1.4986428194792452,0.7562209674762941,-0.7668538904760902,1.425,212.75,81.24,2.8325,,0,1,1,1
닭다리구이,0.3097603067036652,1.1770178369797106,0.711029574136526,-0.8991477382615523,0.4625,303.5,62.36,3.0275,,0,1,1,1
닭다리조림,0.5965149928307342,1.1241962157662833,0.6104685457137989,-0.2817100360218734,3.22,154.5,55.27,2.665,,0,1,1,1
닭도리탕,-0.3513685529781881,0.13936643358705045,-0.2331041299618717,-0.4666026425654107,2.1375,206.5,25.6975,0.9425,,0,1,0,0
닭모래집볶음,-0.0035457392499841233,1.7737065210573146,-0.17529171686054676,-0.747129355941812,2.04,261.5,224.075,0.855,0.02,0,1,0,1
닭모래집튀김,1.993116519708866,1.8644814552907603,2.0541503545680113,0.5343676756185668,1.2,215.0,167.94,2.73,0.13,1,2,2,2
닭발구이,0.761133423755533,1.7737065210573146,0.6992228137144245,-0.23867468794708463,0.31,827.0,81.85,2.58,0.06,0,1,1,1
닭발볶음,0.6549279844492111,1.0928945143064746,0.6943372576776929,-0.07769060811176329,6.37,974.0,412.79,2.2,0.1,0,1,1,1
닭백숙,-0.48147021612843227,0.054460568377319295,-0.6052206480929349,-0.32354995776125145,0.36,284.0,19.385,0.345,,0,0,0,0
닭볶음,0.13452133184823423,1.2337521708756138,-0.3430291407883346,-0.0051680770968413415,3.65,270.0,36.48,0.48,,0,1,0,1
닭볶음(닭갈비),0.329231303555806,0.8988239652556603,0.16154022983983696,-0.022435346651758798,3.78,317.0,43.34666667,1.405,0.06,0,1,1,1
닭볶음탕,-0.14161281034820247,0.7970934355112819,-0.3088302485312127,-0.33271489299940094,0.42,376.0,42.44,1.19,0.03,0,1,0,1
곱도리탕,-0.18409498607073121,-0.024576227808697775,-0.14760689931906723,-0.16535520604188883,4.29,359.0,45.41,1.08,0.06,0,0,0,0
닭조림,-0.020538609538995552,0.6768949019056162,0.027621710531709056,-0.4305804623250319,1.95,254.8,38.924,1.336,0.07,0,1,0,1
닭죽,-0.17347444214009902,-0.06902464388162617,-0.5351943448997807,0.24523389262720777,0.752,218.0,15.522,0.468,0.01,1,0,0,0
닭찜,0.0070748046806480575,0.6531056087961616,0.10535633541742266,-0.4639461396243962,1.98,284.6666667,46.28666667,1.3,0.02,0,1,0,1
닭튀김,0.7271476831775101,1.4569333022840505,0.7477526703459592,-0.3040246609495416,0.18,291.4,58.406,2.02,0.13,0,1,1,1
양념닭튀김,0.663424419593717,1.0568975576276944,0.41651197105555116,0.21415280790652688,4.64,384.4,45.972,1.42,0.1,1,1,1,1
당근볶음,-0.31154151323831736,-0.9213699746322185,0.2464946209772885,-0.39089230798939323,4.5,216.0,0.0,1.1,0.01,0,0,1,0
대구 매운탕,-0.8850508854924551,-0.01831588751673602,-0.7469017731581536,-0.794946409358244,1.1,200.0,39.92,0.08,,0,0,0,0
대구볼찜,-0.8425687097699265,-0.40489190054537405,-0.6329054656344144,-0.5837544234356692,1.09,143.0,12.08,0.21,,0,0,0,0
대구지리,-1.0788758122264925,-0.44088885722415416,-0.7839505731033689,-0.9136920920090502,0.1525,211.5,11.4475,0.0475,,0,0,0,0
대구찜,-0.6513989190185472,0.3385235091250838,-0.619334476697777,-0.7040940078670233,1.06,240.0,33.92,0.193333333,0.0,0,1,0,0
대구탕,-0.8425687097699265,-0.3313329021148235,-0.6882751007173735,-0.6108507537049807,1.34,285.0,8.89,0.16,,0,0,0,0
대구튀김,1.7063618335817972,3.158806810653852,1.2024350854977879,0.046633730770959926,0.02,1367.0,133.8,2.1,,0,2,1,2
대구포,0.17700350757076297,3.936654091930099,-0.7680725159839908,-0.8260274940789248,0.0,3876.0,107.15,0.17,0.0,0,2,0,1
소대창구이,4.998730452077774,0.35886961507395926,8.978611777295717,-0.6889519409518197,1.13,126.0,51.05,25.6,2.47,0,1,2,2
대합 미역국,-1.2461493791339493,-0.9495415059460464,-0.7957573335254704,-0.9623060963157563,0.04,99.5,2.065,0.03,,0,0,0,0
대합죽,-0.035407371041880666,-0.6208736406180544,-0.31371580456794446,0.5172332314776786,0.135,211.0,4.545,0.49,,1,0,0,1
더덕구이,0.28320894687708476,-0.6151349952982533,-0.2534606134482537,1.246310470664238,9.873333333,543.6666667,0.04,0.533333333,0.0,1,0,0,1
더덕무침,-0.17612957812275706,-0.7241692554354234,-0.5058810086793907,0.6804089262612532,7.7175,772.75,0.0325,0.305,0.0,1,0,0,0
더덕장아찌,0.05486725236849287,-0.5606178653079227,-0.34791469682506626,0.8372090139226365,10.105,2699.5,0.0,0.5,0.0,1,0,0,1
낙지덮밥,0.2725884029464526,-0.14665286350195195,-0.2892880243842861,0.9105284958278324,2.16,212.0,32.45,0.37,0.01,1,0,0,1
닭고기덮밥,0.0070748046806480575,0.7172740967887696,-0.47819619113791106,0.1693641678731356,1.07,153.0,92.29,0.79,0.01,1,1,0,1
제육덮밥,0.824856687339326,0.4089523374096533,0.9207013540462606,0.33194214948900447,1.98,174.0,27.94,3.42,0.05,1,1,1,1
불고기덮밥,0.6124458087266824,-0.033966738246640475,0.03153015536109441,1.1368625486656108,0.07,253.0,15.83,1.4,0.24,1,0,0,1
송이버섯덮밥,-0.29030042537705303,-0.5911370242312362,-0.4521398922753422,0.2578257166935348,0.38,280.0,8.03,0.46,0.02,1,0,0,0
오징어덮밥,0.11328024398696987,0.0568081959868049,-0.5058810086793907,0.7367932017481293,0.66,162.0,46.44,0.24,0.0,1,0,0,1
유산슬덮밥,-0.20533607393199557,-0.3000312006550147,-0.26974580023735933,0.05938494501534182,0.08,287.0,21.98,0.62,0.02,1,0,0,0
장어덮밥,0.5805841769347858,0.11002108846847976,0.10155645855424862,0.9280614154138573,1.4,230.0,58.64,1.29,0.06,1,1,0,1
참치덮밥,0.12390078791760205,-0.15291320379391368,-0.28765950570537546,0.629204831561157,0.6,324.0,23.16,0.68,0.02,1,0,0,1
해물덮밥,-0.15223335427883466,-0.12630675755307627,-0.31045876721012333,0.13190747603026376,0.17,258.0,40.89,0.77,0.03,1,0,0,1
도가니탕,-0.8956714294230873,0.23992314952668606,-0.7794721467363649,-0.9463670785102788,0.0,150.0,18.34,0.13,0.01,0,1,0,0
도넛,3.1932379838703024,-0.4236729214212593,2.2902855630100425,3.682323692200343,28.77,219.0,8.22,9.59,0.0,2,0,2,2
도다리구이,0.30445003473834914,2.6423287365670074,0.06247201026039513,-0.9551335383032913,0.0,1039.0,118.52,0.84,,0,2,0,1
도라지나물,-0.7071567746543661,-0.9025889537563332,-0.32877960234786713,-0.45943008455294587,0.6175,413.75,0.0,0.4575,,0,0,0,0
도라지나물무침,0.06017752433380896,-0.6787817883187006,0.3914327834003284,0.03388251652657804,0.9,411.0,0.0,1.0,0.04,0,0,1,1
도라지생채,-0.46022912826716794,-0.7588619746055475,-0.6947891754330158,0.3854706845513829,6.588333333,404.8333333,0.323333333,0.156666667,0.0,1,0,0,0
도라지튀김,0.4849992815590962,-0.2139515216405407,0.5086861282818889,0.4208021737545409,1.01,466.0,77.91,1.585,,1,0,1,1
도루묵조림,-0.23719770572389212,0.6937978206939129,-0.33081525069650536,-0.5638306511788225,1.615,255.0,62.99,0.665,,0,1,0,0
도루묵찌개,-0.6513989190185472,-0.002665036786831702,-0.4570254483120738,-0.6897488918420936,1.3,62.0,29.17,0.45,,0,0,0,0
도미 매운탕,-0.821327621908662,-0.14352269335597098,-0.64919065242352,-0.7431446014904426,1.08,351.0,18.38,0.23,,0,0,0,0
도미찜,-0.7682249022555012,0.1694943212421165,-0.6850180633595523,-0.7550988648445506,0.92,85.0,24.37,0.15,,0,1,0,0
도미튀김,1.876290536471912,2.9866474526249034,1.1568365624882921,0.49452013110487336,0.02,1720.0,137.43,2.3,,1,2,1,2
도토리묵무침,-0.7337081344809466,-0.9769304947233789,-0.7338736237268692,-0.06752948426077152,0.08,171.25,0.0,0.0975,,0,0,0,0
고구마돈가스,2.046219239362027,0.8643920936498707,2.344026679414091,0.8252547505685285,6.22,288.0,23.93,3.75,0.13,1,1,2,2
등심돈가스,1.993116519708866,1.5154674840138926,2.2235162971747093,0.5216164613741848,1.83,287.0,49.08,4.56,0.13,1,1,2,2
안심돈가스,2.1418041347377166,1.5373786750357588,2.6192463361499754,0.3534598235263989,1.39,276.0,52.74,4.27,0.12,1,1,2,2
치즈돈가스,1.8869110804025442,1.563985121276596,2.2088596290645146,0.3199878861348966,1.43,348.0,39.52,5.44,0.18,1,1,2,2
돌나물,-0.9310732424897928,-0.9229350597052088,-0.7056459666800368,-0.4171916873684309,3.603333333,191.0,0.0,0.126666667,,0,0,0,0
돌나물무침,-0.8478789817352426,-0.876765050051991,-0.624355742570134,-0.3934823983827833,4.0925,216.0,0.0,0.2075,0.06,0,0,0,0
돌솥 비빔밥,-0.2478182496545243,-0.5347939616035804,-0.5433369382943335,0.37975920290543663,1.05,93.0,26.99,0.42,,1,0,0,0
동치미,-1.1877363875154723,-1.0058845685737021,-0.7973858522043811,-0.8379817574330329,1.32,442.0,0.0,0.01,0.0,0,0,0,0
동태 매운탕,-1.05497958838257,-0.5504448123334847,-0.7517873291948853,-0.8539207752385102,0.54,184.0,7.8,0.08,,0,0,0,0
동태국,-1.0868412201744666,-0.5435584380123268,-0.788591851338264,-0.8880302733422318,0.394,247.2,11.622,0.038,0.0,0,0,0,0
동태까스,1.578915306414211,0.7485757982485782,1.713789950675704,0.5359615773991148,2.61,385.0,53.42,2.52,,1,1,1,2
동태양념구이,0.06017752433380896,2.32931172196892,-0.2534606134482537,-0.8850018599591911,0.29,641.0,77.15,0.47,,0,2,0,1
동태전,0.5784600681486596,1.0872602080437088,0.8096363801445604,-0.46309605864820563,0.088,357.4,105.542,1.672,0.06,0,1,1,1
동태조림,-0.29384060665186196,1.2900952335032696,-0.5753644723671919,-0.5781757672037521,2.173333333,547.6666667,60.37333333,0.276666667,0.08,0,1,0,0
동태찌개,-0.9785116720820184,-0.40144871338479515,-0.7332222162553049,-0.8061037218220782,0.836,217.0,13.928,0.092,0.01,0,0,0,0
동태찜,-0.6354681031225989,0.32443774346816984,-0.591378239322195,-0.6965229744094215,1.0,301.5,40.49,0.23,0.02,0,1,0,0
동태튀김,0.23541649918923996,0.6077181416794388,0.3368774076568246,-0.350247812585426,0.015,819.0,57.325,1.165,,0,1,1,1
동파육,0.708030704102372,0.34008859419807413,1.6763340210607611,-0.6809824320490809,0.74,299.0,31.6,4.4,0.1,0,1,1,1
돼지갈비강정,2.003737063639498,1.9693421551811192,1.7243753220886227,0.6260170280000616,3.82,520.5,71.68,4.635,,1,2,1,2
돼지갈비구이,0.2619678590158204,0.4355587836504907,0.6202396577872624,-0.4817447094806141,3.5275,245.75,38.21,2.415,,0,1,1,1
돼지갈비전골,1.0903702856051305,1.5311183347437973,1.632364016730176,-0.6076629501438852,3.24,332.0,66.63,3.99,,0,1,1,1
돼지갈비찜,0.28108483809095847,0.6637481872924965,0.6109571013174722,-0.5461383414147427,1.858,284.8,41.458,2.486,0.13,0,1,1,1
